image_id,pred_category_zero_based,pred_label,predicted_bbox_xywh,score,compared_gt_bbox_xywh,predicted_category_exists,signed_mean_bbox_diff_old_IDR,abs_mean_bbox_diff_audit,bbox_iou_audit,accepted_by_old_calc_IDR,accepted_by_abs_diff_audit,exact_bbox_and_category_match,old_IDR_false_accept
391,14,L3,"[831.4302368164062, 1451.6510009765625, 286.74420166015625, 249.5350341796875]",0.09085356,"[831.4302325581396, 1451.6511627906978, 286.74418604651146, 249.53488372093034]",1,0.000000,0.000000,0.999999,1,1,1,0
391,12,L1,"[824.4534912109375, 881.8837280273438, 270.465087890625, 228.60455322265625]",0.08444536,"[824.4534883720928, 881.8837209302326, 270.46511627906966, 228.6046511627908]",1,0.000000,0.000000,0.999999,1,1,1,0
391,11,T12,"[815.8846435546875, 614.6922607421875, 263.84619140625, 231.5384521484375]",0.07265555,"[815.8846153846155, 614.6923076923078, 263.8461538461538, 231.53846153846155]",1,0.000000,0.000000,0.999999,1,1,1,0
391,10,T11,"[811.2692260742188, 357.7691955566406, 262.30767822265625, 217.69235229492188]",0.06584004,"[811.2692307692307, 357.76923076923083, 262.3076923076924, 217.69230769230774]",1,0.000000,0.000000,1.000000,1,1,1,0
392,17,S1,"[893.18603515625, 2250.023193359375, 205.348876953125, 196.744140625]",0.13785264,"[893.1860465116279, 2250.0232558139533, 205.34883720930247, 196.7441860465119]",1,0.000000,0.000000,0.999999,1,1,1,0
392,16,L5,"[935.0465087890625, 2024.44189453125, 314.651123046875, 293.720947265625]",0.13769773,"[935.046511627907, 2024.4418604651162, 314.6511627906975, 293.720930232558]",1,0.000000,0.000000,1.000000,1,1,1,0
392,14,L3,"[997.837158203125, 1496.534912109375, 328.6046142578125, 223.9534912109375]",0.13766904,"[997.8372093023258, 1496.53488372093, 328.60465116279056, 223.95348837209303]",1,0.000000,0.000000,0.999999,1,1,1,0
392,15,L4,"[1011.7907104492188, 1784.906982421875, 300.69781494140625, 216.976806640625]",0.13761121,"[1011.7906976744189, 1784.9069767441858, 300.6976744186045, 216.97674418604652]",1,0.000000,0.000000,0.999999,1,1,1,0
392,13,L2,"[939.6976928710938, 1184.906982421875, 344.88372802734375, 270.4652099609375]",0.13694213,"[939.6976744186045, 1184.9069767441858, 344.8837209302328, 270.4651162790699]",1,0.000000,0.000000,0.999999,1,1,1,0
392,12,L1,"[835.0465087890625, 891.8837280273438, 351.8604736328125, 300.69769287109375]",0.13630287,"[835.046511627907, 891.8837209302325, 351.8604651162791, 300.6976744186046]",1,0.000000,0.000000,1.000000,1,1,1,0
392,11,T12,"[764.7142944335938, 659.1428833007812, 328.57147216796875, 271.4285888671875]",0.13459228,"[764.7142857142857, 659.1428571428572, 328.57142857142856, 271.42857142857144]",1,0.000000,0.000000,1.000000,1,1,1,0
392,9,T10,"[699.0, 211.06504821777344, 271.78857421875, 224.63414001464844]",0.12928233,"[699.0000000000001, 211.06504065040647, 271.7886178861788, 224.63414634146343]",1,0.000000,0.000000,1.000000,1,1,1,0
392,10,T11,"[720.7647094726562, 427.9411926269531, 302.941162109375, 239.41177368164062]",0.12403915,"[720.7647058823529, 427.94117647058823, 302.9411764705883, 239.41176470588238]",1,0.000000,0.000000,1.000000,1,1,1,0
393,17,S1,"[836.8570556640625, 2343.905029296875, 190.952392578125, 231.90478515625]",0.13785373,"[836.8571428571429, 2343.904761904762, 190.95238095238074, 231.90476190476193]",1,0.000000,0.000000,0.999997,1,1,1,0
393,16,L5,"[917.8095092773438, 2172.47607421875, 312.38092041015625, 302.857421875]",0.10996850,"[917.8095238095236, 2172.476190476191, 312.3809523809523, 302.85714285714266]",1,0.000000,0.000000,0.999999,1,1,1,0
393,15,L4,"[955.90478515625, 1910.571533203125, 300.4761962890625, 219.523681640625]",0.10985391,"[955.9047619047617, 1910.5714285714284, 300.47619047619037, 219.52380952380963]",1,0.000000,0.000000,0.999999,1,1,1,0
393,14,L3,"[917.8095092773438, 1624.857177734375, 319.52374267578125, 210.0001220703125]",0.10980532,"[917.8095238095236, 1624.857142857143, 319.52380952380963, 210.0]",1,0.000000,0.000000,0.999999,1,1,1,0
393,13,L2,"[853.5238037109375, 1329.619140625, 321.90478515625, 243.3333740234375]",0.10972679,"[853.5238095238094, 1329.6190476190475, 321.9047619047619, 243.33333333333348]",1,0.000000,0.000000,0.999999,1,1,1,0
393,12,L1,"[803.5238037109375, 1084.3809814453125, 319.5238037109375, 224.285888671875]",0.10943045,"[803.5238095238094, 1084.3809523809523, 319.52380952380963, 224.28571428571422]",1,0.000000,0.000000,0.999999,1,1,1,0
393,8,T9,"[790.4285278320312, 156.28573608398438, 288.57147216796875, 198.5714111328125]",0.10440981,"[790.4285714285714, 156.2857142857144, 288.57142857142856, 198.57142857142856]",1,0.000000,0.000000,1.000000,1,1,1,0
393,11,T12,"[784.1961059570312, 847.6863403320312, 313.92156982421875, 227.64703369140625]",0.09263324,"[784.1960784313725, 847.6862745098039, 313.92156862745094, 227.6470588235294]",1,0.000000,0.000000,0.999999,1,1,1,0
393,9,T10,"[797.5714111328125, 374.857177734375, 287.142822265625, 201.4285888671875]",0.07387221,"[797.5714285714286, 374.85714285714295, 287.1428571428572, 201.4285714285714]",1,0.000000,0.000000,0.999999,1,1,1,0
393,10,T11,"[786.142822265625, 606.2857666015625, 277.1429443359375, 205.7142333984375]",0.07126949,"[786.1428571428571, 606.2857142857143, 277.14285714285734, 205.71428571428578]",1,0.000000,0.000000,0.999999,1,1,1,0
394,0,T1,"[985.9999389648438, 819.0833740234375, 299.58343505859375, 264.1666259765625]",0.13620238,,0,,,,0,0,0,0
394,0,T1,"[1054.75, 1102.4166259765625, 303.75, 251.6666259765625]",0.12799200,,0,,,,0,0,0,0
394,0,T1,"[917.0344848632812, 576.0344848632812, 292.75860595703125, 249.6551513671875]",0.12771860,,0,,,,0,0,0,0
394,0,T1,"[848.0689086914062, 336.3793029785156, 289.74359130859375, 258.2758483886719]",0.12760051,,0,,,,0,0,0,0
394,0,T1,"[948.5, 1931.5833740234375, 318.3333740234375, 303.7501220703125]",0.12643291,,0,,,,0,0,0,0
394,0,T1,"[1077.6666259765625, 1687.8333740234375, 299.5833740234375, 280.8333740234375]",0.12538980,,0,,,,0,0,0,0
394,0,T1,"[1100.5833740234375, 1406.5833740234375, 280.8333740234375, 226.666748046875]",0.11263590,,0,,,,0,0,0,0
394,0,T1,"[883.9166259765625, 2148.25, 210.0001220703125, 159.583251953125]",0.07936660,,0,,,,0,0,0,0
394,9,T10,"[753.4528198242188, 127.07546997070312, 308.11322021484375, 257.1697998046875]",0.05691091,"[753.4528301886793, 127.0754716981132, 308.11320754716974, 257.16981132075466]",1,0.000000,0.000000,1.000000,1,1,1,0
395,16,L5,"[1417.4210205078125, 1581.3157958984375, 352.105224609375, 328.421142578125]",0.13438262,"[1417.4210526315787, 1581.3157894736842, 352.105263157895, 328.42105263157896]",1,0.000000,0.000000,0.999999,1,1,1,0
395,17,S1,"[1341.1051025390625, 1781.31591796875, 252.1053466796875, 180.5263671875]",0.13027637,"[1341.1052631578946, 1781.3157894736842, 252.10526315789502, 180.52631578947353]",1,0.000000,0.000000,0.999997,1,1,1,0
395,11,T12,"[1249.9019775390625, 165.58824157714844, 357.3201904296875, 282.549072265625]",0.10976672,"[1249.9019607843138, 165.58823529411765, 357.32026143790836, 282.5490196078431]",1,0.000000,0.000000,1.000000,1,1,1,0
395,14,L3,"[1462.1578369140625, 1018.1578979492188, 373.1578369140625, 238.94744873046875]",0.09927870,"[1462.157894736842, 1018.157894736842, 373.1578947368421, 238.9473684210526]",1,0.000000,0.000000,0.999999,1,1,1,0
395,15,L4,"[1475.3157958984375, 1310.26318359375, 344.2105712890625, 275.78955078125]",0.09897827,"[1475.3157894736842, 1310.2631578947367, 344.2105263157896, 275.78947368421063]",1,0.000000,0.000000,0.999999,1,1,1,0
395,13,L2,"[1396.368408203125, 702.3684692382812, 378.4210205078125, 275.78936767578125]",0.09746335,"[1396.3684210526317, 702.3684210526314, 378.42105263157873, 275.7894736842105]",1,0.000000,0.000000,0.999999,1,1,1,0
395,12,L1,"[1327.9473876953125, 423.4210510253906, 367.894775390625, 291.5789489746094]",0.06754868,"[1327.9473684210525, 423.4210526315788, 367.89473684210543, 291.5789473684211]",1,0.000000,0.000000,1.000000,1,1,1,0
396,0,T1,"[898.69775390625, 1499.1163330078125, 300.6976318359375, 279.7674560546875]",0.13696158,,0,,,,0,0,0,0
396,0,T1,"[870.7907104492188, 1168.8836669921875, 335.58135986328125, 272.7906494140625]",0.13596368,,0,,,,0,0,0,0
396,0,T1,"[808.0, 1787.4884033203125, 333.2559814453125, 293.7208251953125]",0.13228785,,0,,,,0,0,0,0
396,0,T1,"[796.3720703125, 2036.3255615234375, 254.18603515625, 143.2557373046875]",0.13031587,,0,,,,0,0,0,0
396,0,T1,"[763.81396484375, 847.9534912109375, 372.790771484375, 310.0]",0.12768438,,0,,,,0,0,0,0
396,0,T1,"[652.18603515625, 615.3953247070312, 354.18603515625, 303.02325439453125]",0.12064590,,0,,,,0,0,0,0
396,0,T1,"[574.923095703125, 376.30767822265625, 342.30767822265625, 300.76922607421875]",0.10263778,,0,,,,0,0,0,0
396,9,T10,"[527.2307739257812, 127.07691955566406, 311.5384521484375, 282.30767822265625]",0.08106190,,0,,,,0,0,0,0
397,17,S1,"[912.906982421875, 2202.290771484375, 316.976806640625, 254.18603515625]",0.13744237,"[919.8837209302328, 2488.3372093023254, 284.4186046511627, 120.0]",1,-31.750000,114.750000,0.000000,1,0,0,1
397,16,L5,"[901.279052734375, 1906.9417724609375, 351.8604736328125, 233.2559814453125]",0.13709940,"[912.9069767441861, 2202.2906976744184, 316.97674418604674, 254.18604651162786]",1,-73.250000,90.750000,0.000000,1,0,0,1
397,15,L4,"[861.744140625, 1551.1279296875, 382.093017578125, 286.7440185546875]",0.13549699,"[901.2790697674418, 1906.9418604651162, 351.8604651162791, 233.2558139534883]",1,-77.750000,119.750000,0.000000,1,0,0,1
397,14,L3,"[796.6279296875, 1234.848876953125, 393.720947265625, 291.3953857421875]",0.13226436,"[861.7441860465119, 1551.127906976744, 382.09302325581393, 286.7441860465117]",1,-91.500000,99.500000,0.000000,1,0,0,1
397,13,L2,"[733.8372192382812, 909.2674560546875, 375.11627197265625, 293.720947265625]",0.12671418,"[796.6279069767443, 1234.8488372093022, 393.7209302325582, 291.3953488372092]",1,-101.000000,102.000000,0.000000,1,0,0,1
397,17,S1,"[919.8836669921875, 2488.337158203125, 284.418701171875, 120.0]",0.12511329,"[919.8837209302328, 2488.3372093023254, 284.4186046511627, 120.0]",1,0.000000,0.000000,0.999999,1,1,1,0
397,10,T11,"[683.837158203125, 336.8604431152344, 319.30230712890625, 244.88375854492188]",0.10801908,"[683.8372093023256, 336.8604651162791, 319.3023255813953, 244.88372093023258]",1,0.000000,0.000000,0.999999,1,1,1,0
397,12,L1,"[686.1627197265625, 625.2325439453125, 361.162841796875, 261.16278076171875]",0.05547969,"[733.8372093023258, 909.2674418604652, 375.1162790697672, 293.720930232558]",1,-94.250000,94.250000,0.000000,1,0,0,1
398,17,S1,"[1265.666748046875, 2383.888916015625, 329.9998779296875, 177.77783203125]",0.13785508,"[1265.666666666667, 2383.8888888888887, 330.0, 177.77777777777783]",1,-0.250000,0.250000,0.999999,1,1,0,1
398,16,L5,"[1283.444580078125, 2090.5556640625, 363.3333740234375, 372.22216796875]",0.13673659,"[1283.4444444444448, 2090.5555555555557, 363.33333333333303, 372.2222222222222]",1,0.000000,0.000000,0.999999,1,1,1,0
398,15,L4,"[1374.5555419921875, 1815.0, 390.0001220703125, 305.5556640625]",0.13242733,"[1374.5555555555557, 1815.0, 390.0, 305.55555555555566]",1,0.000000,0.000000,0.999999,1,1,1,0
398,14,L3,"[1343.444580078125, 1503.888916015625, 412.22216796875, 265.5555419921875]",0.13212940,"[1343.4444444444448, 1503.888888888889, 412.2222222222222, 265.55555555555543]",1,0.000000,0.000000,0.999999,1,1,1,0
398,13,L2,"[1263.4444580078125, 1203.888916015625, 416.666748046875, 290.0]",0.13109741,"[1263.4444444444448, 1203.888888888889, 416.6666666666665, 290.0]",1,0.000000,0.000000,1.000000,1,1,1,0
398,9,T10,"[1184.1351318359375, 73.37837982177734, 372.1622314453125, 245.1351318359375]",0.12722071,"[1184.1351351351352, 73.37837837837839, 372.1621621621623, 245.13513513513516]",1,0.000000,0.000000,1.000000,1,1,1,0
398,10,T11,"[1176.5, 341.6666564941406, 358.3333740234375, 236.66665649414062]",0.11087538,"[1176.5, 341.6666666666667, 358.33333333333326, 236.66666666666669]",1,0.000000,0.000000,1.000000,1,1,1,0
398,12,L1,"[1194.5555419921875, 908.3333129882812, 398.888916015625, 292.22222900390625]",0.10763612,"[1194.5555555555557, 908.3333333333334, 398.88888888888914, 292.2222222222223]",1,0.000000,0.000000,1.000000,1,1,1,0
398,11,T12,"[1178.54541015625, 610.9091186523438, 364.54541015625, 262.27276611328125]",0.09428661,"[1178.5454545454545, 610.9090909090909, 364.54545454545473, 262.27272727272725]",1,0.000000,0.000000,0.999999,1,1,1,0
399,17,S1,"[699.891845703125, 2515.21630859375, 269.45947265625, 228.108154296875]",0.13785589,"[699.8918918918921, 2515.2162162162163, 269.45945945945914, 228.1081081081079]",1,0.000000,0.000000,0.999999,1,1,1,0
399,16,L5,"[740.432373046875, 2215.21630859375, 393.7838134765625, 391.0810546875]",0.13672514,"[740.4324324324325, 2215.2162162162163, 393.78378378378375, 391.08108108108127]",1,0.000000,0.000000,0.999999,1,1,1,0
399,15,L4,"[826.9188842773438, 1880.0810546875, 374.86492919921875, 342.432373046875]",0.13670714,"[826.9189189189187, 1880.081081081081, 374.864864864865, 342.4324324324323]",1,0.000000,0.000000,1.000000,1,1,1,0
399,14,L3,"[840.4324340820312, 1520.62158203125, 347.83770751953125, 291.0810546875]",0.13669561,"[840.4324324324325, 1520.6216216216217, 347.8378378378379, 291.08108108108104]",1,0.000000,0.000000,0.999999,1,1,1,0
399,13,L2,"[789.0810546875, 1150.351318359375, 358.6485595703125, 285.6756591796875]",0.13649966,"[789.0810810810813, 1150.3513513513512, 358.6486486486483, 285.67567567567585]",1,0.000000,0.000000,0.999999,1,1,1,0
399,10,T11,"[697.7260131835938, 162.01370239257812, 349.72589111328125, 268.9041442871094]",0.13571073,"[697.7260273972603, 162.01369863013707, 349.7260273972603, 268.9041095890411]",1,0.000000,0.000000,0.999999,1,1,1,0
399,12,L1,"[745.8377685546875, 817.9189453125, 358.648681640625, 280.270263671875]",0.13511980,"[745.8378378378379, 817.9189189189191, 358.64864864864876, 280.2702702702701]",1,0.000000,0.000000,1.000000,1,1,1,0
399,11,T12,"[720.4999389648438, 478.1666564941406, 340.55560302734375, 287.7778015136719]",0.13240001,"[720.5, 478.1666666666665, 340.55555555555566, 287.7777777777777]",1,0.000000,0.000000,1.000000,1,1,1,0
400,17,S1,"[835.6841430664062, 2302.368408203125, 199.47369384765625, 280.5263671875]",0.13785549,"[835.6842105263161, 2302.3684210526317, 199.47368421052624, 280.5263157894733]",1,0.000000,0.000000,0.999999,1,1,1,0
400,16,L5,"[930.4210815429688, 2112.894775390625, 365.26312255859375, 378.421142578125]",0.13779616,"[930.421052631579, 2112.894736842105, 365.2631578947371, 378.4210526315792]",1,0.000000,0.000000,0.999999,1,1,1,0
400,15,L4,"[1017.26318359375, 1802.3682861328125, 357.368408203125, 323.1580810546875]",0.13753627,"[1017.2631578947369, 1802.3684210526314, 357.3684210526317, 323.1578947368423]",1,0.000000,0.000000,0.999999,1,1,1,0
400,14,L3,"[1064.631591796875, 1460.26318359375, 338.9473876953125, 288.9473876953125]",0.13676462,"[1064.6315789473686, 1460.2631578947367, 338.9473684210525, 288.9473684210527]",1,0.000000,0.000000,1.000000,1,1,1,0
400,10,T11,"[1006.1177368164062, 159.7058868408203, 315.88226318359375, 259.0196533203125]",0.13218696,"[1006.1176470588234, 159.70588235294116, 315.88235294117635, 259.01960784313724]",1,0.000000,0.000000,1.000000,1,1,1,0
400,12,L1,"[1017.26318359375, 778.6842041015625, 336.3157958984375, 278.4210205078125]",0.12691842,"[1017.2631578947369, 778.6842105263157, 336.31578947368416, 278.42105263157885]",1,0.000000,0.000000,1.000000,1,1,1,0
400,13,L2,"[1043.5789794921875, 1110.26318359375, 346.8421630859375, 286.3157958984375]",0.12591240,"[1043.578947368421, 1110.2631578947367, 346.8421052631579, 286.3157894736844]",1,0.000000,0.000000,0.999999,1,1,1,0
400,11,T12,"[1002.196044921875, 459.70587158203125, 323.7255859375, 270.7843017578125]",0.11464269,"[1002.1960784313724, 459.70588235294116, 323.72549019607845, 270.7843137254902]",1,0.000000,0.000000,1.000000,1,1,1,0
401,17,S1,"[951.4999389648438, 2445.999755859375, 372.50006103515625, 370.0]",0.13785565,"[881.5000000000002, 2701.0, 192.5, 247.5]",1,29.250000,157.250000,0.082200,0,0,0,0
401,16,L5,"[1126.5, 2195.999755859375, 370.0, 335.000244140625]",0.13540550,"[951.5000000000002, 2446.0, 372.5, 370.0]",1,-28.250000,115.750000,0.068524,1,0,0,1
401,15,L4,"[1166.5, 1883.4998779296875, 330.0, 252.5001220703125]",0.13534366,"[1126.5000000000002, 2196.0, 370.0, 335.0]",1,-99.000000,119.000000,0.000000,1,0,0,1
401,14,L3,"[1089.0, 1520.9998779296875, 370.0, 295.0001220703125]",0.13529049,"[1166.5000000000002, 1883.5000000000002, 330.0, 252.49999999999977]",1,-89.250000,130.750000,0.000000,1,0,0,1
401,13,L2,"[999.0, 1183.4998779296875, 372.5, 320.0001220703125]",0.13011765,"[1089.0000000000002, 1521.0000000000002, 370.0, 295.0]",1,-100.250000,113.750000,0.000000,1,0,0,1
401,12,L1,"[910.3372192382812, 876.395263671875, 375.11627197265625, 312.32568359375]",0.12931123,"[999.0000000000002, 1183.5000000000002, 372.5, 320.0]",1,-100.250000,101.750000,0.006368,1,0,0,1
401,11,T12,"[880.1046752929688, 611.2789916992188, 349.53485107421875, 263.48846435546875]",0.12549490,"[910.3372093023255, 876.3953488372093, 375.11627906976753, 312.3255813953489]",1,-92.500000,92.500000,0.000000,1,0,0,1
401,9,T10,"[873.2647094726562, 78.99018859863281, 304.11761474609375, 229.6078643798828]",0.12369610,"[869.0471698113207, 334.62264150943395, 323.20754716981116, 243.96226415094338]",1,-71.250000,73.250000,0.000000,1,0,0,1
401,10,T11,"[869.0471801757812, 334.6226501464844, 323.20758056640625, 243.96224975585938]",0.12205531,"[880.1046511627907, 611.2790697674419, 349.5348837209302, 263.48837209302326]",1,-83.500000,83.500000,0.000000,1,0,0,1
401,17,S1,"[881.4999389648438, 2701.0, 192.50006103515625, 247.5]",0.05889518,"[881.5000000000002, 2701.0, 192.5, 247.5]",1,0.000000,0.000000,1.000000,1,1,1,0
402,0,T1,"[468.52630615234375, 1315.5264892578125, 312.63165283203125, 252.1051025390625]",0.13684408,,0,,,,0,0,0,0
402,0,T1,"[465.894775390625, 1618.157958984375, 338.94732666015625, 307.368408203125]",0.13474582,,0,,,,0,0,0,0
402,0,T1,"[502.7368469238281, 1007.6316528320312, 336.3158264160156, 260.00006103515625]",0.13144185,,0,,,,0,0,0,0
402,0,T1,"[586.9474487304688, 1889.210693359375, 312.63153076171875, 325.789306640625]",0.12564951,,0,,,,0,0,0,0
402,0,T1,"[563.2632446289062, 731.3157958984375, 320.5262451171875, 260.0]",0.11558831,,0,,,,0,0,0,0
402,0,T1,"[684.3158569335938, 2136.5791015625, 249.47369384765625, 175.262939453125]",0.08327340,,0,,,,0,0,0,0
402,0,T1,"[609.219482421875, 455.9756164550781, 329.51220703125, 270.9756774902344]",0.07390938,,0,,,,0,0,0,0
402,9,T10,"[665.3170776367188, 209.6341552734375, 295.36590576171875, 246.58535766601562]",0.05420708,,0,,,,0,0,0,0
403,17,S1,"[961.6585083007812, 2004.3658447265625, 300.24383544921875, 154.1463623046875]",0.13784029,"[961.6585365853659, 2004.3658536585365, 300.24390243902417, 154.14634146341473]",1,0.000000,0.000000,0.999999,1,1,1,0
403,16,L5,"[986.0487670898438, 1736.0731201171875, 341.70733642578125, 275.853759765625]",0.12724255,"[986.0487804878046, 1736.0731707317073, 341.707317073171, 275.85365853658527]",1,0.000000,0.000000,1.000000,1,1,1,0
403,15,L4,"[1000.6829223632812, 1458.0244140625, 356.34149169921875, 212.4390869140625]",0.12675859,"[1000.6829268292684, 1458.0243902439024, 356.34146341463384, 212.43902439024373]",1,0.000000,0.000000,0.999999,1,1,1,0
403,14,L3,"[934.8292846679688, 1116.56103515625, 378.29266357421875, 273.4146728515625]",0.12597775,"[934.8292682926829, 1116.560975609756, 378.29268292682946, 273.41463414634154]",1,0.000000,0.000000,0.999999,1,1,1,0
403,13,L2,"[820.1951293945312, 806.804931640625, 383.17071533203125, 295.36572265625]",0.10356147,"[820.1951219512196, 806.8048780487804, 383.1707317073169, 295.3658536585365]",1,0.000000,0.000000,1.000000,1,1,1,0
403,12,L1,"[708.0000610351562, 514.1219482421875, 378.29266357421875, 312.43902587890625]",0.10021447,"[707.9999999999998, 514.1219512195123, 378.29268292682946, 312.43902439024373]",1,0.250000,0.250000,1.000000,1,1,0,1
404,17,S1,"[802.4444580078125, 1634.42578125, 232.2222900390625, 218.148193359375]",0.13785452,"[802.4444444444443, 1634.4259259259259, 232.22222222222217, 218.14814814814804]",1,0.000000,0.000000,0.999998,1,1,1,0
404,16,L5,"[822.8148803710938, 1389.9814453125, 359.99993896484375, 371.1109619140625]",0.13720775,"[822.8148148148148, 1389.9814814814815, 360.0, 371.1111111111111]",1,-0.250000,0.250000,0.999999,1,1,0,1
404,15,L4,"[976.5184936523438, 1106.6480712890625, 330.37042236328125, 315.5555419921875]",0.13714197,"[976.5185185185182, 1106.648148148148, 330.37037037037044, 315.55555555555566]",1,0.000000,0.000000,0.999999,1,1,1,0
404,14,L3,"[991.3333129882812, 808.4999389648438, 328.51849365234375, 248.88897705078125]",0.13680263,"[991.333333333333, 808.5000000000001, 328.5185185185187, 248.8888888888888]",1,0.000000,0.000000,0.999999,1,1,1,0
404,12,L1,"[841.3333129882812, 197.3888702392578, 348.88885498046875, 276.6666259765625]",0.13535792,"[841.333333333333, 197.38888888888903, 348.88888888888914, 276.66666666666663]",1,0.000000,0.000000,1.000000,1,1,1,0
404,13,L2,"[915.4074096679688, 482.57403564453125, 356.29632568359375, 269.25927734375]",0.13459428,"[915.4074074074074, 482.5740740740742, 356.2962962962961, 269.2592592592593]",1,0.000000,0.000000,1.000000,1,1,1,0
405,17,S1,"[769.8235473632812, 1767.4412841796875, 213.92156982421875, 204.3135986328125]",0.13785303,"[769.8235294117646, 1767.4411764705883, 213.92156862745082, 204.31372549019602]",1,0.000000,0.000000,0.999999,1,1,1,0
405,16,L5,"[593.3529663085938, 1579.2059326171875, 310.0, 280.58837890625]",0.13746743,"[593.3529411764705, 1579.2058823529412, 310.0000000000002, 280.58823529411757]",1,0.000000,0.000000,0.999999,1,1,1,0
405,15,L4,"[544.3333129882812, 1308.6177978515625, 282.54901123046875, 237.450927734375]",0.11693488,"[544.3333333333333, 1308.6176470588234, 282.5490196078433, 237.4509803921569]",1,0.000000,0.000000,0.999999,1,1,1,0
405,14,L3,"[550.2156982421875, 969.4019775390625, 339.41168212890625, 286.4705810546875]",0.11685980,"[550.2156862745096, 969.4019607843138, 339.41176470588243, 286.4705882352939]",1,0.000000,0.000000,1.000000,1,1,1,0
405,13,L2,"[654.1372680664062, 653.7157592773438, 366.86273193359375, 333.52935791015625]",0.11529969,"[654.1372549019607, 653.71568627451, 366.86274509803934, 333.52941176470586]",1,0.000000,0.000000,1.000000,1,1,1,0
405,11,T12,"[1063.77783203125, 267.22222900390625, 324.814697265625, 308.40142822265625]",0.11515820,"[1063.7777777777778, 267.22222222222223, 324.8148148148148, 308.4013732833957]",1,0.000000,0.000000,0.999999,1,1,1,0
405,12,L1,"[854.13720703125, 438.0294494628906, 360.98046875, 339.4117736816406]",0.11029269,"[854.1372549019607, 438.02941176470597, 360.98039215686276, 339.4117647058823]",1,0.000000,0.000000,1.000000,1,1,1,0
406,17,S1,"[932.3243408203125, 2444.946044921875, 326.2161865234375, 55.13525390625]",0.13785546,"[932.3243243243242, 2444.945945945946, 326.21621621621625, 55.13513513513544]",1,0.000000,0.000000,0.999994,1,1,1,0
406,16,L5,"[856.6486206054688, 2101.70263671875, 380.27032470703125, 307.29736328125]",0.12215491,"[856.6486486486488, 2101.702702702703, 380.27027027027, 307.29729729729706]",1,0.000000,0.000000,1.000000,1,1,1,0
406,15,L4,"[770.162109375, 1815.2161865234375, 388.3782958984375, 328.9188232421875]",0.12176609,"[770.1621621621621, 1815.2162162162163, 388.37837837837833, 328.91891891891873]",1,0.000000,0.000000,0.999999,1,1,1,0
406,14,L3,"[664.7567749023438, 1542.2432861328125, 364.05401611328125, 307.2972412109375]",0.12149417,"[664.7567567567567, 1542.2432432432433, 364.0540540540542, 307.2972972972973]",1,0.000000,0.000000,1.000000,1,1,1,0
406,13,L2,"[572.8648071289062, 1217.9189453125, 366.7567138671875, 331.62158203125]",0.12035371,"[572.864864864865, 1217.918918918919, 366.75675675675666, 331.62162162162167]",1,0.000000,0.000000,0.999999,1,1,1,0
406,9,T10,"[439.6326599121094, 43.89796447753906, 291.6325988769531, 234.4897918701172]",0.11517321,"[439.6326530612246, 43.89795918367354, 291.63265306122446, 234.48979591836735]",1,0.000000,0.000000,1.000000,1,1,1,0
406,12,L1,"[494.4864501953125, 885.4865112304688, 361.35137939453125, 331.62164306640625]",0.10960790,"[494.4864864864867, 885.4864864864866, 361.35135135135124, 331.62162162162156]",1,0.000000,0.000000,1.000000,1,1,1,0
406,11,T12,"[439.6326599121094, 594.9183959960938, 340.6121520996094, 297.755126953125]",0.05982512,"[439.6326530612246, 594.9183673469388, 340.61224489795916, 297.7551020408164]",1,0.000000,0.000000,0.999999,1,1,1,0
406,10,T11,"[441.6734619140625, 315.3265380859375, 295.71429443359375, 250.81634521484375]",0.05646805,"[441.6734693877552, 315.326530612245, 295.71428571428567, 250.81632653061223]",1,0.000000,0.000000,1.000000,1,1,1,0
407,0,T1,"[723.78955078125, 1623.4210205078125, 323.1578369140625, 273.157958984375]",0.13779077,,0,,,,0,0,0,0
407,0,T1,"[750.1052856445312, 1328.684326171875, 320.52630615234375, 265.26318359375]",0.13769208,,0,,,,0,0,0,0
407,0,T1,"[655.3684692382812, 1918.1578369140625, 360.0, 304.7369384765625]",0.13767712,,0,,,,0,0,0,0
407,0,T1,"[550.1052856445312, 2194.4736328125, 338.9473876953125, 296.84228515625]",0.13762389,,0,,,,0,0,0,0
407,0,T1,"[820.7451782226562, 736.176513671875, 315.88238525390625, 266.86273193359375]",0.13686629,,0,,,,0,0,0,0
407,0,T1,"[768.5263061523438, 1020.7894897460938, 328.42108154296875, 262.63177490234375]",0.13674133,,0,,,,0,0,0,0
407,0,T1,"[536.9473876953125, 2462.894775390625, 278.4210205078125, 135.789794921875]",0.13486956,,0,,,,0,0,0,0
407,0,T1,"[867.8038940429688, 475.3921813964844, 329.60784912109375, 264.9018859863281]",0.09540481,,0,,,,0,0,0,0
407,9,T10,"[967.803955078125, 22.45098114013672, 327.6470947265625, 249.21566772460938]",0.08475336,"[918.7843137254903, 240.09803921568627, 327.6470588235294, 259.01960784313724]",1,-44.750000,69.250000,0.055767,1,0,0,1
407,10,T11,"[918.7843627929688, 240.09805297851562, 327.64703369140625, 259.0196533203125]",0.07873783,"[867.8039215686275, 475.3921568627451, 329.6078431372549, 264.9019607843137]",1,-47.750000,73.250000,0.039926,1,0,0,1
