image_id,file_name,position,gt_category_zero_based,gt_label,pred_category_zero_based,pred_label,position_match_IDR2,predicted_bbox_xywh,compared_gt_bbox_xywh,predicted_category_exists,signed_mean_bbox_diff_old_IDR,abs_mean_bbox_diff_audit,bbox_iou_audit,accepted_by_old_calc_IDR,accepted_by_abs_diff_audit,old_IDR_false_accept
378,378.png,5,15,L4,15,L4,1,"[951.5, 1563.595238095238, 326.6666666666665, 229.04761904761904]","[951.5, 1563.595238095238, 326.6666666666665, 229.04761904761904]",1,0.000000,0.000000,1.000000,1,1,0
378,378.png,6,16,L5,16,L5,1,"[939.5952380952381, 1851.6904761904761, 310.0, 226.66666666666697]","[939.5952380952381, 1851.6904761904761, 310.0, 226.66666666666697]",1,0.000000,0.000000,1.000000,1,1,0
378,378.png,7,17,S1,17,S1,1,"[953.8809523809523, 2142.166666666667, 257.6190476190477, 112.85714285714266]","[953.8809523809523, 2142.166666666667, 257.6190476190477, 112.85714285714266]",1,0.000000,0.000000,1.000000,1,1,0
379,379.png,0,9,T10,8,T9,0,"[491.02631578947376, 48.973684210526486, 245.0877192982456, 183.68421052631578]",,0,,,,0,0,0
379,379.png,1,10,T11,9,T10,0,"[513.8333333333334, 268.2719298245616, 241.57894736842104, 183.68421052631572]","[491.02631578947376, 48.973684210526486, 245.0877192982456, 183.68421052631578]",1,59.500000,61.500000,0.000000,0,0,0
379,379.png,2,11,T12,10,T11,0,"[522.6052631578948, 480.5526315789475, 271.40350877192975, 229.29824561403507]","[513.8333333333334, 268.2719298245616, 241.57894736842104, 183.68421052631572]",1,74.250000,74.250000,0.000000,0,0,0
379,379.png,3,12,L1,11,T12,0,"[553.7558139534885, 743.2209302325581, 275.1162790697672, 247.20930232558146]","[522.6052631578948, 480.5526315789475, 271.40350877192975, 229.29824561403507]",1,79.000000,79.000000,0.000000,0,0,0
379,379.png,4,13,L2,12,L1,0,"[604.9186046511627, 1024.6162790697676, 286.7441860465119, 233.2558139534883]","[553.7558139534885, 743.2209302325581, 275.1162790697672, 247.20930232558146]",1,82.250000,89.250000,0.000000,0,0,0
379,379.png,5,14,L3,13,L2,0,"[653.7558139534885, 1322.2906976744187, 286.74418604651146, 205.34883720930247]","[604.9186046511627, 1024.6162790697676, 286.7441860465119, 233.2558139534883]",1,79.750000,93.750000,0.000000,0,0,0
379,379.png,6,15,L4,14,L3,0,"[663.0581395348836, 1587.406976744186, 275.11627906976764, 240.23255813953506]","[653.7558139534885, 1322.2906976744187, 286.74418604651146, 205.34883720930247]",1,74.750000,80.250000,0.000000,0,0,0
379,379.png,7,16,L5,15,L4,0,"[553.7558139534885, 1810.6627906976746, 284.4186046511627, 275.1162790697672]","[663.0581395348836, 1587.406976744186, 275.11627906976764, 240.23255813953506]",1,39.250000,94.250000,0.021030,0,0,0
379,379.png,8,17,S1,16,L5,0,"[525.8488372093025, 2031.5930232558142, 200.6976744186045, 166.5116279069764]","[553.7558139534885, 1810.6627906976746, 284.4186046511627, 275.1162790697672]",1,0.000000,110.500000,0.091520,1,0,1
380,380.png,0,8,T9,8,T9,1,"[504.5238095238095, 124.84126984126976, 244.92063492063494, 176.66666666666663]","[504.5238095238095, 124.84126984126976, 244.92063492063494, 176.66666666666663]",1,0.000000,0.000000,1.000000,1,1,0
380,380.png,1,9,T10,9,T10,1,"[506.1111111111111, 316.9047619047618, 248.09523809523807, 183.015873015873]","[506.1111111111111, 316.9047619047618, 248.09523809523807, 183.015873015873]",1,0.000000,0.000000,1.000000,1,1,0
380,380.png,2,10,T11,10,T11,1,"[520.3968253968254, 513.7301587301587, 275.07936507936506, 202.06349206349205]","[520.3968253968254, 513.7301587301587, 275.07936507936506, 202.06349206349205]",1,0.000000,0.000000,1.000000,1,1,0
380,380.png,3,11,T12,11,T12,1,"[555.4313725490197, 693.0392156862745, 298.2352941176471, 253.13725490196077]","[555.4313725490197, 693.0392156862745, 298.2352941176471, 253.13725490196077]",1,0.000000,0.000000,1.000000,1,1,0
380,380.png,4,12,L1,12,L1,1,"[610.7209302325582, 896.860465116279, 314.6511627906975, 272.79069767441854]","[610.7209302325582, 896.860465116279, 314.6511627906975, 272.79069767441854]",1,0.000000,0.000000,1.000000,1,1,0
380,380.png,5,13,L2,13,L2,1,"[699.0930232558139, 1148.0232558139535, 319.3023255813955, 265.8139534883719]","[699.0930232558139, 1148.0232558139535, 319.3023255813955, 265.8139534883719]",1,0.000000,0.000000,1.000000,1,1,0
380,380.png,6,14,L3,14,L3,1,"[787.4651162790697, 1429.4186046511627, 314.651162790698, 240.23255813953483]","[787.4651162790697, 1429.4186046511627, 314.651162790698, 240.23255813953483]",1,0.000000,0.000000,1.000000,1,1,0
380,380.png,7,15,L4,15,L4,1,"[833.9767441860467, 1720.1162790697674, 279.76744186046517, 240.23255813953483]","[833.9767441860467, 1720.1162790697674, 279.76744186046517, 240.23255813953483]",1,0.000000,0.000000,1.000000,1,1,0
380,380.png,8,16,L5,16,L5,1,"[766.5348837209303, 1971.2790697674418, 291.39534883720944, 256.5116279069766]","[766.5348837209303, 1971.2790697674418, 291.39534883720944, 256.5116279069766]",1,0.000000,0.000000,1.000000,1,1,0
380,380.png,9,17,S1,17,S1,1,"[736.3023255813955, 2208.4883720930234, 256.5116279069766, 147.9069767441856]","[736.3023255813955, 2208.4883720930234, 256.5116279069766, 147.9069767441856]",1,0.000000,0.000000,1.000000,1,1,0
381,381.png,0,10,T11,10,T11,1,"[526.0151515151515, 152.57575757575756, 346.3636363636364, 226.66666666666669]","[526.0151515151515, 152.57575757575756, 346.3636363636364, 226.66666666666669]",1,0.000000,0.000000,1.000000,1,1,0
381,381.png,1,11,T12,11,T12,1,"[562.5, 408.6250000000001, 346.25, 266.25]","[562.5, 408.6250000000001, 346.25, 266.25]",1,0.000000,0.000000,1.000000,1,1,0
381,381.png,2,12,L1,12,L1,1,"[608.5909090909092, 670.0454545454545, 373.6363636363635, 298.6363636363636]","[608.5909090909092, 670.0454545454545, 373.6363636363635, 298.6363636363636]",1,0.000000,0.000000,1.000000,1,1,0
381,381.png,3,13,L2,13,L2,1,"[692.6818181818182, 947.3181818181818, 382.727272727273, 305.45454545454527]","[692.6818181818182, 947.3181818181818, 382.727272727273, 305.45454545454527]",1,0.000000,0.000000,1.000000,1,1,0
381,381.png,4,14,L3,14,L3,1,"[776.7727272727273, 1263.2272727272725, 385.0, 275.909090909091]","[776.7727272727273, 1263.2272727272725, 385.0, 275.909090909091]",1,0.000000,0.000000,1.000000,1,1,0
381,381.png,5,15,L4,15,L4,1,"[851.7727272727273, 1617.772727272727, 341.818181818182, 239.54545454545473]","[851.7727272727273, 1617.772727272727, 341.818181818182, 239.54545454545473]",1,0.000000,0.000000,1.000000,1,1,0
381,381.png,6,16,L5,16,L5,1,"[844.9545454545457, 1924.590909090909, 346.36363636363603, 314.5454545454545]","[844.9545454545457, 1924.590909090909, 346.36363636363603, 314.5454545454545]",1,0.000000,0.000000,1.000000,1,1,0
381,381.png,7,17,S1,17,S1,1,"[767.6818181818182, 2113.227272727273, 239.5454545454545, 231.36363636363603]","[767.6818181818182, 2113.227272727273, 239.5454545454545, 231.36363636363603]",1,0.000000,0.000000,1.000000,1,1,0
382,382.png,0,9,T10,9,T10,1,"[551.8846153846154, 163.88461538461536, 283.8461538461538, 219.23076923076923]","[551.8846153846154, 163.88461538461536, 283.8461538461538, 219.23076923076923]",1,0.000000,0.000000,1.000000,1,1,0
382,382.png,1,10,T11,10,T11,1,"[551.8846153846154, 416.1923076923077, 302.30769230769226, 240.76923076923066]","[551.8846153846154, 416.1923076923077, 302.30769230769226, 240.76923076923066]",1,0.000000,0.000000,1.000000,1,1,0
382,382.png,2,11,T12,11,T12,1,"[564.1923076923077, 663.8846153846152, 346.9230769230768, 270.0]","[564.1923076923077, 663.8846153846152, 346.9230769230768, 270.0]",1,0.000000,0.000000,1.000000,1,1,0
382,382.png,3,12,L1,12,L1,1,"[620.590909090909, 933.5000000000001, 355.4545454545455, 273.6363636363636]","[620.590909090909, 933.5000000000001, 355.4545454545455, 273.6363636363636]",1,0.000000,0.000000,1.000000,1,1,0
382,382.png,4,13,L2,13,L2,1,"[709.2272727272725, 1215.318181818182, 346.3636363636365, 282.72727272727275]","[709.2272727272725, 1215.318181818182, 346.3636363636365, 282.72727272727275]",1,0.000000,0.000000,1.000000,1,1,0
382,382.png,5,14,L3,14,L3,1,"[779.681818181818, 1528.9545454545455, 341.818181818182, 248.63636363636374]","[779.681818181818, 1528.9545454545455, 341.818181818182, 248.63636363636374]",1,0.000000,0.000000,1.000000,1,1,0
382,382.png,6,15,L4,15,L4,1,"[800.1363636363635, 1833.5, 316.818181818182, 230.4545454545455]","[800.1363636363635, 1833.5, 316.818181818182, 230.4545454545455]",1,0.000000,0.000000,1.000000,1,1,0
382,382.png,7,16,L5,16,L5,1,"[770.590909090909, 2117.590909090909, 330.4545454545455, 298.63636363636397]","[770.590909090909, 2117.590909090909, 330.4545454545455, 298.63636363636397]",1,0.000000,0.000000,1.000000,1,1,0
382,382.png,8,17,S1,17,S1,1,"[734.2272727272725, 2378.9545454545455, 257.727272727273, 174.5454545454545]","[734.2272727272725, 2378.9545454545455, 257.727272727273, 174.5454545454545]",1,0.000000,0.000000,1.000000,1,1,0
383,383.png,0,5,T6,3,T4,0,"[698.53125, 18.125000000000107, 245.42978896103898, 189.6875]",,0,,,,0,0,0
383,383.png,1,6,T7,4,T5,0,"[652.3333333333334, 173.66666666666666, 247.33333333333326, 196.66666666666666]",,0,,,,0,0,0
383,383.png,2,7,T8,5,T6,0,"[607.0, 332.3333333333333, 268.66666666666663, 210.00000000000006]","[698.53125, 18.125000000000107, 245.42978896103898, 189.6875]",1,66.750000,112.250000,0.000000,0,0,0
383,383.png,3,8,T9,6,T7,0,"[596.0588235294118, 536.1764705882354, 250.0, 199.41176470588232]","[652.3333333333334, 173.66666666666666, 247.33333333333326, 196.66666666666666]",1,78.250000,106.250000,0.000000,0,0,0
383,383.png,4,9,T10,7,T8,0,"[582.012987012987, 744.2207792207793, 258.0519480519481, 186.62337662337666]","[607.0, 332.3333333333333, 268.66666666666663, 210.00000000000006]",1,88.250000,117.750000,0.000000,0,0,0
383,383.png,5,10,T11,8,T9,0,"[584.6103896103896, 963.7012987012988, 271.038961038961, 193.11688311688317]","[596.0588235294118, 536.1764705882354, 250.0, 199.41176470588232]",1,107.500000,116.500000,0.000000,0,0,0
383,383.png,6,11,T12,9,T10,0,"[588.7826086956522, 1175.952380952381, 290.69358178053824, 227.46031746031736]","[582.012987012987, 744.2207792207793, 258.0519480519481, 186.62337662337666]",1,127.500000,127.500000,0.000000,0,0,0
383,383.png,7,12,L1,10,T11,0,"[609.9523809523812, 1426.904761904762, 312.3809523809523, 219.5238095238094]","[584.6103896103896, 963.7012987012988, 271.038961038961, 193.11688311688317]",1,138.750000,138.750000,0.000000,0,0,0
383,383.png,8,13,L2,11,T12,0,"[638.5238095238096, 1676.904761904762, 331.42857142857156, 236.19047619047615]","[588.7826086956522, 1175.952380952381, 290.69358178053824, 227.46031746031736]",1,150.250000,150.250000,0.000000,0,0,0
383,383.png,9,14,L3,12,L1,0,"[686.1428571428573, 1943.5714285714284, 326.6666666666665, 226.66666666666697]","[609.9523809523812, 1426.904761904762, 312.3809523809523, 219.5238095238094]",1,153.750000,153.750000,0.000000,0,0,0
383,383.png,10,15,L4,13,L2,0,"[719.4761904761904, 2229.2857142857147, 307.6190476190477, 221.90476190476147]","[638.5238095238096, 1676.904761904762, 331.42857142857156, 236.19047619047615]",1,148.750000,168.250000,0.000000,0,0,0
383,383.png,11,16,L5,14,L3,0,"[700.4285714285716, 2491.190476190476, 305.23809523809496, 260.00000000000045]","[686.1428571428573, 1943.5714285714284, 326.6666666666665, 226.66666666666697]",1,143.750000,154.250000,0.000000,0,0,0
383,383.png,12,17,S1,15,L4,0,"[690.9047619047619, 2722.1428571428573, 260.0, 155.71428571428578]","[719.4761904761904, 2229.2857142857147, 307.6190476190477, 221.90476190476147]",1,87.750000,158.750000,0.000000,0,0,0
384,384.png,0,11,T12,11,T12,1,"[652.9285714285714, 179.12698412698413, 340.1587301587301, 233.80952380952382]","[652.9285714285714, 179.12698412698413, 340.1587301587301, 233.80952380952382]",1,0.000000,0.000000,1.000000,1,1,0
384,384.png,1,12,L1,12,L1,1,"[695.785714285714, 434.7857142857141, 343.3333333333335, 257.6190476190477]","[695.785714285714, 434.7857142857141, 343.3333333333335, 257.6190476190477]",1,0.000000,0.000000,1.000000,1,1,0
384,384.png,2,13,L2,13,L2,1,"[762.452380952381, 718.1190476190475, 350.47619047619037, 264.7619047619048]","[762.452380952381, 718.1190476190475, 350.47619047619037, 264.7619047619048]",1,0.000000,0.000000,1.000000,1,1,0
384,384.png,3,14,L3,14,L3,1,"[838.6428571428571, 1030.0238095238094, 348.0952380952381, 250.4761904761906]","[838.6428571428571, 1030.0238095238094, 348.0952380952381, 250.4761904761906]",1,0.000000,0.000000,1.000000,1,1,0
384,384.png,4,15,L4,15,L4,1,"[905.3095238095236, 1363.3571428571427, 321.9047619047619, 238.57142857142867]","[905.3095238095236, 1363.3571428571427, 321.9047619047619, 238.57142857142867]",1,0.000000,0.000000,1.000000,1,1,0
384,384.png,5,16,L5,16,L5,1,"[831.4999999999998, 1618.1190476190475, 326.6666666666665, 276.66666666666674]","[831.4999999999998, 1618.1190476190475, 326.6666666666665, 276.66666666666674]",1,0.000000,0.000000,1.000000,1,1,0
384,384.png,6,17,S1,17,S1,1,"[824.3571428571429, 1906.2142857142856, 262.3809523809523, 127.14285714285734]","[824.3571428571429, 1906.2142857142856, 262.3809523809523, 127.14285714285734]",1,0.000000,0.000000,1.000000,1,1,0
385,385.png,0,10,T11,10,T11,1,"[653.3333333333334, 104.72222222222223, 272.5, 218.33333333333331]","[653.3333333333334, 104.72222222222223, 272.5, 218.33333333333331]",1,0.000000,0.000000,1.000000,1,1,0
385,385.png,1,11,T12,11,T12,1,"[682.5, 346.3888888888889, 285.0, 237.77777777777783]","[682.5, 346.3888888888889, 285.0, 237.77777777777783]",1,0.000000,0.000000,1.000000,1,1,0
385,385.png,2,12,L1,12,L1,1,"[710.5, 614.8636363636364, 300.909090909091, 239.5454545454545]","[710.5, 614.8636363636364, 300.909090909091, 239.5454545454545]",1,0.000000,0.000000,1.000000,1,1,0
385,385.png,3,13,L2,13,L2,1,"[755.9545454545455, 910.3181818181818, 303.181818181818, 241.81818181818198]","[755.9545454545455, 910.3181818181818, 303.181818181818, 241.81818181818198]",1,0.000000,0.000000,1.000000,1,1,0
385,385.png,4,14,L3,14,L3,1,"[796.863636363636, 1217.1363636363637, 314.54545454545496, 235.0]","[796.863636363636, 1217.1363636363637, 314.54545454545496, 235.0]",1,0.000000,0.000000,1.000000,1,1,0
385,385.png,5,15,L4,15,L4,1,"[830.9545454545455, 1526.2272727272727, 298.6363636363635, 241.81818181818198]","[830.9545454545455, 1526.2272727272727, 298.6363636363635, 241.81818181818198]",1,0.000000,0.000000,1.000000,1,1,0
385,385.png,6,16,L5,16,L5,1,"[785.5, 1821.6818181818182, 294.090909090909, 250.90909090909076]","[785.5, 1821.6818181818182, 294.090909090909, 250.90909090909076]",1,0.000000,0.000000,1.000000,1,1,0
385,385.png,7,17,S1,17,S1,1,"[762.772727272727, 2130.7727272727275, 291.818181818182, 101.81818181818153]","[762.772727272727, 2130.7727272727275, 291.818181818182, 101.81818181818153]",1,0.000000,0.000000,1.000000,1,1,0
386,386.png,0,10,T11,10,T11,1,"[785.7317073170731, 150.40540540540542, 259.9261874197688, 196.9726433750822]","[785.7317073170731, 150.40540540540542, 259.9261874197688, 196.9726433750822]",1,0.000000,0.000000,1.000000,1,1,0
386,386.png,1,11,T12,11,T12,1,"[767.1428571428571, 376.07142857142856, 279.9999999999998, 219.9999999999999]","[767.1428571428571, 376.07142857142856, 279.9999999999998, 219.9999999999999]",1,0.000000,0.000000,1.000000,1,1,0
386,386.png,2,12,L1,12,L1,1,"[780.2380952380954, 613.452380952381, 295.7142857142858, 245.71428571428567]","[780.2380952380954, 613.452380952381, 295.7142857142858, 245.71428571428567]",1,0.000000,0.000000,1.000000,1,1,0
386,386.png,3,13,L2,13,L2,1,"[818.3333333333335, 875.3571428571429, 307.6190476190477, 252.8571428571429]","[818.3333333333335, 875.3571428571429, 307.6190476190477, 252.8571428571429]",1,0.000000,0.000000,1.000000,1,1,0
386,386.png,4,14,L3,14,L3,1,"[882.6190476190477, 1156.3095238095239, 305.2380952380954, 245.71428571428578]","[882.6190476190477, 1156.3095238095239, 305.2380952380954, 245.71428571428578]",1,0.000000,0.000000,1.000000,1,1,0
386,386.png,5,15,L4,15,L4,1,"[932.6190476190477, 1461.0714285714287, 283.80952380952385, 202.8571428571429]","[932.6190476190477, 1461.0714285714287, 283.80952380952385, 202.8571428571429]",1,0.000000,0.000000,1.000000,1,1,0
386,386.png,6,16,L5,16,L5,1,"[925.4761904761904, 1730.1190476190477, 271.9047619047619, 221.90476190476193]","[925.4761904761904, 1730.1190476190477, 271.9047619047619, 221.90476190476193]",1,0.000000,0.000000,1.000000,1,1,0
386,386.png,7,17,S1,17,S1,1,"[920.7142857142858, 1963.4523809523812, 248.09523809523807, 136.66666666666652]","[920.7142857142858, 1963.4523809523812, 248.09523809523807, 136.66666666666652]",1,0.000000,0.000000,1.000000,1,1,0
387,387.png,0,11,T12,11,T12,1,"[510.5, 241.8571428571431, 420.0, 391.42857142857144]","[510.5, 241.8571428571431, 420.0, 391.42857142857144]",1,0.000000,0.000000,1.000000,1,1,0
387,387.png,1,12,L1,12,L1,1,"[654.785714285714, 536.1428571428571, 431.42857142857156, 395.7142857142858]","[654.785714285714, 536.1428571428571, 431.42857142857156, 395.7142857142858]",1,0.000000,0.000000,1.000000,1,1,0
387,387.png,2,13,L2,13,L2,1,"[857.1666666666663, 800.4285714285714, 433.80952380952385, 400.47619047619025]","[857.1666666666663, 800.4285714285714, 433.80952380952385, 400.47619047619025]",1,0.000000,0.000000,1.000000,1,1,0
387,387.png,3,14,L3,14,L3,1,"[1083.357142857143, 1074.2380952380952, 431.4285714285711, 402.8571428571429]","[1083.357142857143, 1074.2380952380952, 431.4285714285711, 402.8571428571429]",1,0.000000,0.000000,1.000000,1,1,0
387,387.png,4,15,L4,15,L4,1,"[1259.547619047619, 1440.904761904762, 412.3809523809523, 338.57142857142844]","[1259.547619047619, 1440.904761904762, 412.3809523809523, 338.57142857142844]",1,0.000000,0.000000,1.000000,1,1,0
387,387.png,5,16,L5,16,L5,1,"[1328.5952380952378, 1838.5238095238094, 331.42857142857156, 286.1904761904764]","[1328.5952380952378, 1838.5238095238094, 331.42857142857156, 286.1904761904764]",1,0.000000,0.000000,1.000000,1,1,0
387,387.png,6,17,S1,17,S1,1,"[1319.0714285714282, 2157.571428571429, 300.4761904761908, 127.14285714285688]","[1319.0714285714282, 2157.571428571429, 300.4761904761908, 127.14285714285688]",1,0.000000,0.000000,1.000000,1,1,0
388,388.png,0,10,T11,10,T11,1,"[915.0, 150.1923076923077, 317.6923076923076, 206.92307692307693]","[915.0, 150.1923076923077, 317.6923076923076, 206.92307692307693]",1,0.000000,0.000000,1.000000,1,1,0
388,388.png,1,11,T12,11,T12,1,"[935.0, 402.5, 322.3076923076924, 211.53846153846143]","[935.0, 402.5, 322.3076923076924, 211.53846153846143]",1,0.000000,0.000000,1.000000,1,1,0
388,388.png,2,12,L1,12,L1,1,"[950.0000000000002, 667.0454545454546, 325.909090909091, 221.36363636363637]","[950.0000000000002, 667.0454545454546, 325.909090909091, 221.36363636363637]",1,0.000000,0.000000,1.000000,1,1,0
388,388.png,3,13,L2,13,L2,1,"[956.8181818181818, 944.3181818181819, 335.0, 230.45454545454538]","[956.8181818181818, 944.3181818181819, 335.0, 230.45454545454538]",1,0.000000,0.000000,1.000000,1,1,0
388,388.png,4,14,L3,14,L3,1,"[965.9090909090912, 1232.9545454545455, 328.181818181818, 248.63636363636374]","[965.9090909090912, 1232.9545454545455, 328.181818181818, 248.63636363636374]",1,0.000000,0.000000,1.000000,1,1,0
388,388.png,5,15,L4,15,L4,1,"[947.7272727272727, 1532.9545454545455, 341.818181818182, 269.09090909090924]","[947.7272727272727, 1532.9545454545455, 341.818181818182, 269.09090909090924]",1,0.000000,0.000000,1.000000,1,1,0
388,388.png,6,16,L5,16,L5,1,"[859.0909090909092, 1821.5909090909092, 346.3636363636365, 323.63636363636374]","[859.0909090909092, 1821.5909090909092, 346.3636363636365, 323.63636363636374]",1,0.000000,0.000000,1.000000,1,1,0
388,388.png,7,17,S1,17,S1,1,"[834.0909090909092, 2069.318181818182, 244.090909090909, 201.81818181818153]","[834.0909090909092, 2069.318181818182, 244.090909090909, 201.81818181818153]",1,0.000000,0.000000,1.000000,1,1,0
389,389.png,0,8,T9,8,T9,1,"[919.0714285714287, 102.07142857142863, 278.57142857142844, 187.14285714285717]","[919.0714285714287, 102.07142857142863, 278.57142857142844, 187.14285714285717]",1,0.000000,0.000000,1.000000,1,1,0
389,389.png,1,9,T10,9,T10,1,"[927.6428571428572, 323.50000000000006, 281.42857142857144, 182.85714285714283]","[927.6428571428572, 323.50000000000006, 281.42857142857144, 182.85714285714283]",1,0.000000,0.000000,1.000000,1,1,0
389,389.png,2,10,T11,10,T11,1,"[942.2543859649122, 533.5964912280701, 285.43859649122805, 217.0175438596491]","[942.2543859649122, 533.5964912280701, 285.43859649122805, 217.0175438596491]",1,0.000000,0.000000,1.000000,1,1,0
389,389.png,3,11,T12,11,T12,1,"[970.3245614035087, 765.1754385964912, 313.50877192982455, 243.33333333333326]","[970.3245614035087, 765.1754385964912, 313.50877192982455, 243.33333333333326]",1,0.000000,0.000000,1.000000,1,1,0
389,389.png,4,12,L1,12,L1,1,"[1019.0714285714282, 1025.4047619047617, 314.76190476190504, 262.3809523809525]","[1019.0714285714282, 1025.4047619047617, 314.76190476190504, 262.3809523809525]",1,0.000000,0.000000,1.000000,1,1,0
389,389.png,5,13,L2,13,L2,1,"[1080.9761904761901, 1315.8809523809523, 314.76190476190504, 255.23809523809518]","[1080.9761904761901, 1315.8809523809523, 314.76190476190504, 255.23809523809518]",1,0.000000,0.000000,1.000000,1,1,0
389,389.png,6,14,L3,14,L3,1,"[1133.357142857143, 1634.9285714285713, 298.0952380952381, 240.95238095238096]","[1133.357142857143, 1634.9285714285713, 298.0952380952381, 240.95238095238096]",1,0.000000,0.000000,1.000000,1,1,0
389,389.png,7,15,L4,15,L4,1,"[1126.2142857142856, 1930.1666666666665, 305.2380952380954, 290.9523809523812]","[1126.2142857142856, 1930.1666666666665, 305.2380952380954, 290.9523809523812]",1,0.000000,0.000000,1.000000,1,1,0
389,389.png,8,16,L5,16,L5,1,"[1019.0714285714282, 2175.404761904762, 302.8571428571431, 326.66666666666697]","[1019.0714285714282, 2175.404761904762, 302.8571428571431, 326.66666666666697]",1,0.000000,0.000000,1.000000,1,1,0
389,389.png,9,17,S1,17,S1,1,"[995.2619047619044, 2423.0238095238096, 202.85714285714312, 208.09523809523807]","[995.2619047619044, 2423.0238095238096, 202.85714285714312, 208.09523809523807]",1,0.000000,0.000000,1.000000,1,1,0
390,390.png,0,9,T10,9,T10,1,"[866.6764705882352, 165.41176470588226, 285.29411764705867, 207.6470588235294]","[866.6764705882352, 165.41176470588226, 285.29411764705867, 207.6470588235294]",1,0.000000,0.000000,1.000000,1,1,0
390,390.png,1,10,T11,10,T11,1,"[862.2532467532467, 404.09090909090907, 295.7142857142858, 229.4805194805195]","[862.2532467532467, 404.09090909090907, 295.7142857142858, 229.4805194805195]",1,0.000000,0.000000,1.000000,1,1,0
390,390.png,2,11,T12,11,T12,1,"[868.7608695652174, 673.8947368421054, 325.71281464530887, 246.8421052631578]","[868.7608695652174, 673.8947368421054, 325.71281464530887, 246.8421052631578]",1,0.000000,0.000000,1.000000,1,1,0
390,390.png,3,12,L1,12,L1,1,"[910.7380952380952, 949.3333333333333, 333.80952380952385, 245.71428571428578]","[910.7380952380952, 949.3333333333333, 333.80952380952385, 245.71428571428578]",1,0.000000,0.000000,1.000000,1,1,0
390,390.png,4,13,L2,13,L2,1,"[958.3571428571424, 1225.5238095238094, 336.1904761904766, 243.33333333333326]","[958.3571428571424, 1225.5238095238094, 336.1904761904766, 243.33333333333326]",1,0.000000,0.000000,1.000000,1,1,0
390,390.png,5,14,L3,14,L3,1,"[996.452380952381, 1530.2857142857142, 321.9047619047619, 238.57142857142867]","[996.452380952381, 1530.2857142857142, 321.9047619047619, 238.57142857142867]",1,0.000000,0.000000,1.000000,1,1,0
390,390.png,6,15,L4,15,L4,1,"[965.4999999999998, 1811.2380952380952, 331.42857142857156, 286.1904761904759]","[965.4999999999998, 1811.2380952380952, 331.42857142857156, 286.1904761904759]",1,0.000000,0.000000,1.000000,1,1,0
390,390.png,7,16,L5,16,L5,1,"[844.0714285714282, 2051.7142857142853, 340.9523809523812, 319.52380952380963]","[844.0714285714282, 2051.7142857142853, 340.9523809523812, 319.52380952380963]",1,0.000000,0.000000,1.000000,1,1,0
390,390.png,8,17,S1,17,S1,1,"[834.547619047619, 2294.5714285714284, 245.71428571428532, 174.7619047619046]","[834.547619047619, 2294.5714285714284, 245.71428571428532, 174.7619047619046]",1,0.000000,0.000000,1.000000,1,1,0
391,391.png,0,9,T10,9,T10,1,"[812.8076923076924, 133.15384615384625, 248.46153846153834, 203.84615384615387]","[812.8076923076924, 133.15384615384625, 248.46153846153834, 203.84615384615387]",1,0.000000,0.000000,1.000000,1,1,0
391,391.png,1,10,T11,10,T11,1,"[811.2692307692307, 357.76923076923083, 262.3076923076924, 217.69230769230774]","[811.2692307692307, 357.76923076923083, 262.3076923076924, 217.69230769230774]",1,0.000000,0.000000,1.000000,1,1,0
391,391.png,2,11,T12,11,T12,1,"[815.8846153846155, 614.6923076923078, 263.8461538461538, 231.53846153846155]","[815.8846153846155, 614.6923076923078, 263.8461538461538, 231.53846153846155]",1,0.000000,0.000000,1.000000,1,1,0
391,391.png,3,12,L1,12,L1,1,"[824.4534883720928, 881.8837209302326, 270.46511627906966, 228.6046511627908]","[824.4534883720928, 881.8837209302326, 270.46511627906966, 228.6046511627908]",1,0.000000,0.000000,1.000000,1,1,0
391,391.png,4,13,L2,13,L2,1,"[836.0813953488371, 1165.6046511627908, 270.46511627906966, 223.95348837209303]","[836.0813953488371, 1165.6046511627908, 270.46511627906966, 223.95348837209303]",1,0.000000,0.000000,1.000000,1,1,0
391,391.png,5,14,L3,14,L3,1,"[831.4302325581396, 1451.6511627906978, 286.74418604651146, 249.53488372093034]","[831.4302325581396, 1451.6511627906978, 286.74418604651146, 249.53488372093034]",1,0.000000,0.000000,1.000000,1,1,0
391,391.png,6,15,L4,15,L4,1,"[775.6162790697674, 1730.7209302325582, 314.6511627906975, 289.06976744186045]","[775.6162790697674, 1730.7209302325582, 314.6511627906975, 289.06976744186045]",1,0.000000,0.000000,1.000000,1,1,0
391,391.png,7,16,L5,16,L5,1,"[645.3837209302326, 1972.5813953488373, 321.6279069767438, 316.9767441860463]","[645.3837209302326, 1972.5813953488373, 321.6279069767438, 316.9767441860463]",1,0.000000,0.000000,1.000000,1,1,0
391,391.png,8,17,S1,17,S1,1,"[610.4999999999998, 2202.813953488372, 184.4186046511627, 210.6976744186045]","[610.4999999999998, 2202.813953488372, 184.4186046511627, 210.6976744186045]",1,0.000000,0.000000,1.000000,1,1,0
392,392.png,0,9,T10,9,T10,1,"[699.0000000000001, 211.06504065040647, 271.7886178861788, 224.63414634146343]","[699.0000000000001, 211.06504065040647, 271.7886178861788, 224.63414634146343]",1,0.000000,0.000000,1.000000,1,1,0
